3071952,Piqued Interest Even More,"Author J.P. Grider has piqued my interest even more now with a jawdropping conclusion to A Touch Of Honor (Book 1 of the Honor Trilogy). This read was off to a great start, with a uniqueness that has room for growth with the following two books. Now I'm left hanging. (Again) Dang, I just keep getting sucked into these trilogys!",4,1
4354094,confused,"The story was way too involved, too many unnecessary  turns in the plot to make it interesting.  Plot too far unimaginable.  Poorly written.",1,0
4069546,Color Mixing Recipes,It came today with other one on landscapes and I was very pleased with them both. They will be a great help to me when I paint my figures and making Dioramas,5,1
3540007,Kept my interest to the end...,Really enjoyed this book. It was what I expected from the preview given. The ending didn't disappoint like so many books do. I will read more of Monique Martin's books.,4,1
8963236,A designing classic!,"This show, like &quot;The Golden Girls&quot; is truly a classic comedy that deserves to be out on DVD. I love this show. I must be honest, I have yet to purchase this DVD. When I saw it, I went NUTS. Then I saw it was &quot;The Best of&quot;....with only a few episodes. I bit my lip and screamed. Like &quot;Three's Company&quot;, &quot;the best of&quot; just doesn't get it. Especially when I know as soon as I buy it they'll come out with the whole season. I give the show itself 5 stars...it should get ten, but I give the fact it's only a few episodes on DVD...a one. No thanks, as much as I love this show...I'll wait for the first season to be released.",5,1
588681,On the edge of my seat!,"This was my first ""horror"" genre book - I tend to shy away because I don't like horror movies, but the books seem a little more palatable... of course, this book will undoubtedly BE a movie, considering that the author is an award-winning director. The book was written like a movie, and perhaps that is why it was so engrossing. It just cut right to the chase and the action, and it never really died down.Good character development - loved Eph Goodweather and his struggles as a caring father/dedicated doctor, and Satrakian was a little trite but still interesting. Nora wasn't really developed at all... but the cover does say ""Book One"", so there is still time for that!I knew going in that these were not going to be sexy and alluring vampires - but yikes, they were gross! More like zombies than vamps.Cliffhanger at the end, but hey, I knew that was coming!  :)",4,1
1061318,dry,"Burroughs is very honest in describing his life and how he 'hit bottom'. I am very interested in turning points, and Augusten Burroughs does describe his turning point. This is an interesting read.",5,1
142268,Review,"Its a great game that reminds me of Uncharted. The guns are fairly priced but the Glu Credit price should go down a bit.Since you never have to worry about buying ammo,you save more money!",5,1
7890817,very pretty,I love this color. It has a rich look to it because it isn't a flat color. The only thing is finding a bathroom set that matches is difficult.,5,1
4183027,Pema is wise,"recommended by a therapistreally made a difference in my attitude and reactions to everyday annoyances.As a Bubdhist at heart, i was already open to the teachings, but sometimes you need to read or hear it from someone else to make it stick",5,1
3178213,Read This Book,Buy this book. Read it. Give it to your friends. I gave this book to a friend and she absolutely loves it. It has been and will continue to be the springboard for so many conversations. I can't wait for The Moth to publish another book!,5,1
506698,One of Lewis' Best,"The Screwtape Letters is a short work of religious fiction by C.S. Lewis originally published in 1942.  Lewis is a well-known mid-twentieth century writer with well-known works in a variety of genres; religious fiction, children's fiction, science fiction as well as religion/philosophy.The Screw Tape Letters consists of a series of letters between a senior demon and his apprentice regarding how to best tempt his human ""patient"".  This setting is used by Lewis to discuss many of the hurdles and sins that humans encounter in day-to-day life.  Lewis has the rare skill of being able to effectively communicate theological ideas in an unassuming manner to the general reader.  From my perspective this is one of Lewis' best pieces of religious fiction (the other being the Great Divorce).  Many of the challenges and failings mentioned in the book continue to resonate with the modern reader.Overall, I highly recommended this short book to all readers.  Those who enjoy this small book may also enjoy The Great Divorce.",4,1
6324919,nice shirt for halloween,I bought this for my son's bat costume.  It worked great.  We sewed felt wings to the shirt and he had it on constantly for most of the month of October.  It washed well and seems to have come through the holiday well.  I can't speak to long term wear as I haven't had it long enough.  The color seems to have lasted through the frequent washes I have given it so far.,5,1
8603254,An Excellent Well Made Documentary.,"This film is about the Professional Wrestling from the Inside Magic of the Bloody Spectacle of the World Wresting Federation and the Extreme Championship Wresting. The film takes you on the Backstage and Interviews with the Carrers and Personal lives of Mick`Mankind`Foley, The Great Years of Terry Funk and the Inner Demons and Rock Bottom life of Jake`The Shake`Roberts.Directed by Barry Blaustein made a Clever, Entertaining True-Life Documentary on the Lives on Real Wrestlers. Even non fans of the Genre will find this Fascinating. DVD`s has an sharp Pan & Scan (1.33:1) transfer and an clear Dolby Surround 2.0 Pro Logic Sound and an Entertaining Commentary Track by Director:Blaustein and Wresters:Foley and Funk. This is one of the most Entertaining Documentaries ever made. Grade:A.",5,1
2832854,Detective Chief Inspector Barnaby and Sergeant Troy are both less likeable than in the TV series that arose from these books.,"These are the books on which &#34;Midsomer Murders&#34; are based. Detective Chief Inspector Barnaby is a far less likable character in the book, and Troy similarly &#8211; with a chip on his shoulder. However, I like her writing &#8211; it's colourful and original.An old lady sees something unsavoury and shocking (a copulating couple that she recognises) during a walk in the woods &#8211; later that day she is murdered. In true &#34;Midsomer&#34; style there follow 2 more murders, apparently unrelated but of course after many wild goose chases and red herrings, Barnaby with assistance from Troy ties them all up and resolves the case(s).  I particularly enjoyed this one and may very well try another.",4,1
2290854,Healthy Life,Excellent information for everyone!  Makes one take a new look at food and the industry in this country - and wonder less about why we have an obesity problem.,5,1
9037649,stretch,it's importatnt to stretch to helpyou keep younger.My Wife wanted thr book so she could get herself in shape. But she hasn't read much of it.,5,1
8743875,Classic film,Heart breaking movie; story of a family member not being loved and appreciated for who they are as people rather than for their external accomplishments as defined by the family.  Children should not have to be clones of their parents. Very classic film with excellent acting.,4,1
9302219,"Exciting, with a touch of science.","If you enjoyed the ancient alien series on the history channel, this movie is for you. It is the logical extension of the western chapter of that series. The acting is great with many surprises in the story line. I liked the way that all characters that were in it reflected the way the old west probably ran. Blue ray really helped with the special effects, this is something worth owning, enjoy.",5,1
538862,A TREE GROWS IN BROOKLYN,"This book was a fascinating journey into the universe of a young girl growing up in a poor family in Brooklyn at the turn of the century (20th). Very simply but well written, the characters are human and real. I'd call it a book about &#34;life&#34;. Fortunately I read it on my kindle so I could easily look up the uncommon words, some of which are from that time period.",5,1
7262720,Now I feel like paparazzi.,"I purchased this because I wanted a flash for my DSLR.  This is my first flash, and I can't say anything other than I LOVE IT.  VERY BRIGHT and is adjustable.",5,1
6801375,Nice for the Price,"Cools my i5 2500K OCed to 4.9 GHZ with no issues under 100% load, just make sure you use a good thermal compound and clean both surfaces with alcohol 90% or higher.",5,1
824906,Born a Democrat....,"It is just the right book for me at the right time.  Although it is not this year's campaign,,,,it is still very pertinent and timely.  Mr. G. is concise and succinct....and his droll humor and top notch intelligence shines through.  I especially like the dedication....to the people that run for public office.  I have a daughter on the local city..(small town) council....and it is just so GOOD....I sent the words of the dedication to her....",5,1
717106,"New to quicken, works well","I went to the library and borrowed this book initially, so that I could get started.  As I was going through the chapter, I was taking notes in the borrowed book!! The program did have helpful tips and guided me quickly though the set up, but the book gave some additional help for areas where the program fell short or didn't address.So far, this is a very good program and I would say that if this is your first time using this, get the book.  There are other books similar to this, but when I reviewed them, it almost seemed the exactly the same as the this book (same verbage, pictures, examples??? wassup with that?) Go with the official guide and take good notes!!FYI; I did use Microsoft money in the past, which was probably more user friendly.",4,1
7148122,Did not work for me,"Set everything up following the CD and it seemed to work just fine.  That is until I decided to move out of the room where the router was located - then things went downhill pretty fast. I completely lost the connection before I made it down the hallway to the stairs. I thought ""whole house"" meant I could actually move my laptop out of the room where the router was located - no such luck.  Returning for a refund.",1,0
9270709,Liked it but...,"Based on the book with same title, this teen action film stars Jennifer Lawrence and Josh Hutcherson and tells the story of a future in which child sacrifice takes place in the form of a reality TV contest. Personally I find it difficult to believe that a woman wrote this type of a story. ... Movie Review: Hunger Games (2012)  Katarina Nolte[...]",4,1
8956571,Worth the Wait,"I thought it was about time they came out with the hulk series on DVD. I hope they put Prometheus and the First, both two-part episodes, they were some of my favorites.I grewup watching the hulk and met Bixby and Ferrigno, at different times, when they were passing through Wyoming. Bixby, I met in 1977-78 after the first 1/2 season of the Hulk, I was only 14-16 years old. He was heading up to Yellowstone Park with his son. He was a great actor, and director, I can seriously say he would never be typecasts from the show. He was very talented, directing episodes of Blossom, Goodnight Beantown, The Woman who loved Elvis and episodes of Mr. Merlin.Ferrigno I met when he was a guest poser in the Mr. Wyoming contest. He was on the comeback trail after being retired from competitive bodybuilding for some 17 years. He weighted in at 310 pounds and looked great for being in his 40s.The Hulk series will always be my favorite, there was never a show like it before on television, or since.",5,1
3516121,Fun Book,"This book was fun to read.  Its interesting to see the world through Donna's eyes. I spent two years in Vietnam during the war as an advisor to the Vietnamese Army and I agree with her about the people, culture and food.  This book is a good read.",5,1
3178324,Good first effort.,I have really become a Judge Pirro fan. I hope that she continues writing and stays with INC!!! I would recommend this book to others.,4,1
9462240,Great Movie!,"While I thoroughly enjoyed this movie and Forest Whitaker's acting ability, it wasn't quite what I had expected.  I  watched it twice and enjoyed it more the second time around after I had changed my expectations regarding the story line.  I think that it was a good movie particularly once I changed the position from which I was viewing it.",4,1
7320107,Read Spec Before Buying Carefully,"The receiver is powerful and has many connections.  However, I bought this unit for more.  For example:  I would like to use Zone 2.  First of all,  it is very challenging to set up Zone 2 ( and I'm a pretty handy person).  After figuring this out, then I realized you cannot use digital inputs for Zone 2.  Hello!!!  We are almost in 2014!!! No digital inputs can be used?  This means, thru away your fancy and expensive wiring and connections!!  Ok, let's talk about the &#34;Airplay&#34;.  Per the spec noted for this unit on amazon,  the unit has airplay function.  Meaning I can hook up my devices wireless to listen to music I pick (e.g. Pandora, my own music on Iphone or Ipad, etc).  No!! You have to buy another device (a repeater) which may cost up to $100. And Yamaha carefully did not clearly explain this.  I have contacted Yamaha and complained, more than once.  And I got &#34;canned emails&#34; back.  Funny that this unit is not that cheap!  I wonder how Yamaha handles complains for units at low cost!!!",1,0
7702141,Beautiful Tool,"Having quality tools is always worthwhile.  I balked at the price originally, but bit the bullet and got this one because of its all-stainless construction and rounded corners.",5,1
150765,Awesome!,Awesome! Just wish cash and energy were earned faster. Wickedly addicting! Works great on my Kindle Fire. Highly suggest this fun game!,5,1
112852,ADDICTING AND BETTER THAN RESTAURANT VERSION,This app is very very addicting and keeps me looking at it every other minuet to see what's happening and looking at other peoples shops also overall great,5,1
5201638,Inspiring story,"&#8220;The Master's Plan&#8221; by Stephanie Tully is an inspiring story about marriage, politics, purpose and faith. Selena Jones, second wife to Pastor Woodruff, becomes convinced that God has a mission for her on earth and &#8211; all inspired &#8211; goes about to realise her goal.Things do not go smoothly with the Commissioner who promised to help her and with the church committee. It gets worse when her husband suddenly miraculously disappears.In this inspiring tale, whose central message of faith is relevant also to non-Christians, hope, integrity, goodness and perseverance prevail.The characters are not holier than thou but real people with real problems who aspire to solve their struggles the best they can.A book about choices we make, temptation and belief. Told with sharp observations about human nature and behaviour, wit and humour and with a caring and warm tone this should appeal to many.",5,1
5761057,If you try sometimes you might find you get what you need.,"This album marked a return to The Rolling Stones R&B; roots, after the (disappointing) psycedelic albumTheir Satanic Majesties Request.  This is a classic album, from ""Sympathy For the Devil"" to ""Salt of the Earth"".  It features my favorite Stones song, ""Street Fighting Man"", which was NOT a hit single, because it was banned by most radio stations.  Just buy it already!",5,1
7913743,Aesthetically  Pleasing and Shapely,"If you have a nose like Cyrano De Bergerac, Jimmy Durante, or Bill Clinton you may have some difficulty negotiating the 1.5&#34; opening of this beautiful whisky glass. It's shaped to optimize sniffing and enjoyment of whisky.  Those to whom I showed these glasses offered suggestions of using the glasses for brandy or even some wine sampling.With their exquisite shape the glasses are very attractive and make a great presentation for guests. The base is nicely weighted, balancing the glass nicely, so that it would take quite a jostle to tip the filled glass over.We like that the Bellemain glasses are dishwasher safe and that they can also be used for desserts like parfaits or things so decadent you want to limit the amount consumed.Sample provided by the seller.",4,1
9161670,Compelling and Provocative,"This is one of the better ""coming out"" movies in that it is easy to identify with the feelings, the complications, and the misunderstandings a guy can experience when he begins to seriously and honestly consider his orientation.  It deals with the issues tenderly and yet honestly.  The physical connections are engaging and true to life.  It is set around lovely beach settings also!If the viewer is considering his orientation and questioning the possible joys and consequences thereof, this should be added to his must-have's.",4,1
1423733,Memorable Characters,"Another fabulous, unforgettable novel by Anne Tyler, who never disappoints me.  As in most of her books, the main characters are very real and flawed and life doesn't go quite as planned.  But because they have good hearts, things turn out all right in the end.  Her themes often revolve around the choices people make, as does this novel.  I couldn't put down ""A Patchwork Planet"" and read the entire thing in a day and a half.  Now I'm recommending it to my book club.  Perhaps my favorite Anne Tyler so far.",5,1
171864,Oh.My.Fireworks.,"This app is amazing. The games are addictive, I like to play around with the &quot;shows&quot; too. I especially like the part that I call &quot;rain&quot; where sparks fall slowly to the bottom of your screen...This app is outstanding... there is literally no other word for this app---Spark-Tastic!!!",5,1
6727342,"I wanted the logitech, BUT","I'm cheap. What can I say - who the f... would want to spend $150 for a universal remote. Heck, not me, so I settled for this cheaper URC remote and it works great. Fantastic given that it is about 1/10 the price. I use it for my TV, DVDs - which has the netflix, surround sound receiver.",5,1
4961861,"more, more","I do not give 5 stars easily, and certainly rarely for mommy porn &#34;literature,&#34; but this author can tell a whole story in around 6 pages! Character depth, drama as well as humor, story development -it's all in there, like a jar if a prince spaghetti sauce. This is my first read of this author and I'll be going back for more.",5,1
9022084,Loved the series as a child,It's great to have episodes at your fingertips. Please release them all and make us whole again like we were so many years ago 8),5,1
5972326,Great set from legendary band.,"This is a great set from a legendary band.  I would recommend this DVD to any New Order fan.  For ages, they have been one of the most consistent outfits in modern rock.  Every release, be it a video or CD, is always top notch.  One other thing though... I find it hard that someone like the reviewer below would be a ""die-hard"" fan of Joy Division, but never knew that New Order was the name the band chose when they decided to carry on without Ian Curtis.  That just really sounds downright silly.  No ""die-hard"" fan would have missed that bit of information.  A casual fan that proclaims to be die-hard...well, maybe.",4,1
2671412,Must read,This book vividly portrays how many of the slaves were treated. I have read more books on this area but this book is one of the best.,5,1
606992,Brilliant,Christopher Moore never fails to delight and entertain. Loved it.  What a strange mind this man has. Can't wait for the next book!,5,1
5661984,More Jazz Fusion...,"But it works again.  As has been pointed out, Carlos really plays some awesome guitar throughout.  He's also deep into the world of fusion so if you prefer the rock guitar of his first 3 releases you might not like this at all.",5,1
7438410,Good product.,Cut outs are correct. Good product. Similar to Zagg and Skinomi. Easy to apply. Could not find one in the store. This one is just right.,4,1
7204446,GREAT SOUND SPEAKERS,still use it for the beach club....partys....great sound easy to carry enywhere....I even use it in the bathroom sometimes to bother the neighbor with some rock......,5,1
5011097,AAMMMAAZZZIIINNNNGGGGG!!!!!!!!!,This has to be my favorite book from the Serenity Series!!!! I have read alot of books that have put a little fear in me but I must say I was looking over my shoulder and turning on every light in my house at 4 in the morning when I got up to use the restroom lol Marissa you really blew it out of the park with this one and just left us begging for more with the ending. My only problem is now what do I read until the next one comes out. Way to go Marissa!!!!!,5,1
9185530,Classic TV at it's best!,"I love classic TV shows, and I have such nostalgic memories of this growing up watching this show on TV. I look back on it now and I think the series itself holds up really well by todays standards.Respects to the late Bill Bixby. You are missed, RIP.",5,1
139892,fun little city,"I just enjoying puttering around building things and visiting other cities.  Its easy to acquire more buildings, there are some that you can't purchase unless you have city cash and that you come across by spending actual money, but the buildings aren't needed to make your city better.",5,1
386483,Competition Lives,Thoroughly enjoy this game.  It feeds my competitive side because it gives me the ability to let friends know when I score higher than they did on certain levels.,5,1
3679615,It really keeps you gussing,"This is the first time I read the Writer, she is great sorry I missed the other books but will try to catch up on the other Slaughter Creek sagas they are really intense. I loved it.",5,1
3106684,Wonderful!,"This is an inspiring, thoughtful, and addictive read!  Good job Matthew!Very well thought out, paced, and presented story.  Even though I picked it up for $.99, I would have gladly paid more had I known beforehand just how good this book is.  A cyber book that is all about humans, a new twist on the genre that was epically enjoyable!",5,1
2289387,Bought this for a dear friend ... her favorite,"When a dear friend recently lost her husband in an accident, I did not have personal experience to relate.  I searched Amazon and picked four of the highly rated books to send her hoping at least one would be helpful to her.  She enjoyed them all, but called me especially thanking me for this one.  She said that, out of all the books, this one was the most practical, helpful book.  She said it made her feel that her feelings were ""normally abnormal"" - meaning that they were very normal feelings for an abnormal, unplanned situation - she said it helped her feel that the immense emotions associated with her loss were not hers alone but were ""normal"" for such a very difficult situation and that others had survived the grieving process.  I told her I would put her thoughts here so others who want to reach out to a friend in a similar situation would feel comfortable purchasing this book.  God bless all who have lost their dear companions.  Our prayers and thoughts reach out to you.",5,1
467089,More style than substance,I have to disagree with most of the reviewers on this page. I've long been an Elmore Leonard fan and appreciate his lean writing style and clever plotting. But it seems to me that with his last couple of novels he's been leaning heavily on his style and shorting us on substance. All flash but not much you can sink your teeth into. Compare this novel with his earlier stuff and it comes up sadly lacking. I hope he gets back to form with his next book.,2,0
2236061,We read this over and over,Our (almost) 2 year old loves this book.  He asks to read it over and over every night.  It is a small book so he likes to hold it himself.  Its pretty simple - it just goes through the alphabet and gives a type of car/truck that starts with each letter (many of them being goofy - a &#34;bananamobile&#34; or a &#34;corncar&#34;).  He really enjoys it.,5,1
6987063,"If you need a drive that will last 2 months then die, this is for you!","I originally bought this drive and thought it was amazing, two months later I'm writing a one star review for it.The drive is cool, it's small, fast, and fits on a kaychain, UNFORTUNATLY, after 2 months it becomes ""read only"" formatted, therefore rendering it worthless as a flash drive, trapping your files on the drive and keeping you from placing more on it.I wish someone had told me about this problem before I wasted my money on it :(Save your money and save yourself some headaches, DON'T BUY THIS PRODUCT.",1,0
8658768,One of the best shows EVER,"This show may be the greatest British Romantic Comedy series ever created. It features Jean Pargetter and Lionel Hardcastle, two people that were very much in love during their younger years but as Lionel had to fight in the war, their relationship ended. Well now they are in their senior years and have bumped into each other after all these years of never seeing each other. It is such a lovely show full of good laughs and heartwarming moments as well. This is a must have for any fan of British Comedy fan!",5,1
6241492,Nice Socks,"You can go wrong with Hanes.  Amazon offers a reasonable price with free shipping, and love the socks too.  They fit as expected, as well as being comfortable, they last forever.",5,1
3227795,Huge Karen KIngsbury reader but.....,"As I entitled this review, I am a HUGE Karen Kingsbury fan, but I found this particular work to be too dark.  Realism is fine and it does have some redemptive value to be sure as well as spotlight certain issues, but again I found this one to be too depressing and just too ""dark.""  I have probably read almost all Kingsbury's novels.  I like them and I recommend them, but probably not THIS one.",2,0
8675644,A classic,"Okay so maybe it's not a classic...but I think that it should be.  This is a very well written script that stands the test of time.  Watching this film on cable yesterday, the movie doesn't once fall into the campy column.  I can't say the same for the rest of the series.  To tell you the truth I think that they should have stopped at the one movie.  But still, this movie has everything, laughs, lite-suspense, and just an all around good, clean family fun.",5,1
8590345,Best space movie ever,"Yes, it beats all the fictional space movies--because it is true. And even though everyone knows (or should know) what happened, it is still a nail-biter the first time viewed and can hold your interest on multiple viewings.",5,1
7674932,Useful in the kitchen!,This cover works well in the microwave.  I've had no problems with food exploding all over the microwave and it folds up and stores well.  It also cleans up in a snap!,5,1
5353501,Sweet Christmas story,"I loved this story of two young people who literally stumble into each other while vacationing. Little do they know that their time together will make the impression it does.  While it is not a &#34;full blown&#34; novel, Jack and Hope while young, embrace that &#34;sends your heart a fluttering&#34; feeling that love can do to you!  The author also throws in some perspective on how it is for soldiers' families who wait for them and what a sacrifice it is.",5,1
4758202,Great murder mystery!,"What a surprise!  This book gets your interest from the beginning and then just keeps on getting better and better!  Everything about it was superbly done--the author was very familiar with France's landscapes, cuisine and culture.  All three were exceptionally well described in addition to making you feel as if you knew the main characters.  In fact, it was such a well developed mystery that I didn't want it to end!",5,1
3821121,needs better editing,"While I really liked the story and characters, I found the constant misuse of verb tenses (heed instead of heeded for example) and other errors annoying. I can understand these being missed a couple of times, but it was all through the book. I also didn't like the way the author would stop in mid-sentence to give the English word for things like &#34;fash or ken&#34;. Most people who read this type of novel already know what those words mean and really if you want to do that, please don't keep doing it for the same words over and over.I would have given this a 5 star rating if not for the things mentioned above. I believe she is a good author and storyteller and would like to read more of her novels.",4,1
426343,Lots of Entertainment,"Great entertainment and lots of fun!  This is a wonderful way to pass the time, especially when recovering from injury, surgery, illness or whatever.",5,1
8991022,Quirky Surprise,Once again the Cohen brothers give us another high quality picture.  The picture subtlely draws you into the dynamics of the lives of each character.  Each character has serious life issues but form an unlikely trio that together form an alliance of friendship.  Subtle humor.  Engaging characters.  Excellent script. Another excellent offering from the Cohen brothers.  Definitely worth your time.,5,1
4976715,Lighter to My Cigarette!,"This was a good love story, I was looking for some serious gunplay but read too much into. Loved the book anyway. Q and Kai deserved a life together but how long will it last before a whirlwind of chaos roll back into their lives. Lets see what part 2 has to behold and determine from there how strong their love is. :-)",4,1
8108622,A bit too silly and shallow for me.,"I'm always drawn to Beauty and the Beast stories and this was an inexpensive download.  Unfortunately, it was not as good as I had hoped it would be.  The heroine is very silly and imprudent in behavior and the hero did not particularly appeal to me either.  Seems to me pretending to be dead because your face has been disfigured in an accident shows a very superficial character.Setting the time period in the 1800s did this book no favor either because nothing and no one in it seemed to fit the era.  I had just finished reading Anna Campbell'sSeven Nights in a Rogue's Bed (Sons of Sin), which also has a Beauty and the Beast theme, before picking up this book by Montgomery.  I hadn't liked the Campbell book much but in retrospect and in comparison it is a superior product.",2,0
4232877,a fun way to tease sibling,"No, I am not interested in my brother's privates. But, as an older sister, it is my duty to torment him. &#128521; Giving this to him in front of his girlfriend accomplishes that. We all got a good laugh out of it.",5,1
4825704,Good yarn. Well developed characters. Gives reader a real feeling for living in the wilderness.,"I enjoted this book from start to finish, however implausible the ending might be. Hope the author continues to write along this line of adventure.",4,1
5427905,so cute!,I loved this book!  I have read all the Georgette St Clair books and enjoyed some of them but this one is a stand out favourite.  Lovely characters and quirky locals -  I hope she continues to revisit Blue Moon junction.  It was great to see Loch and Ginger again and I hope we see the birth at some stage in the future!  I got a bit confused with the Hooperation references - was this supposed to be cooperation?  And Downton Abby maybe Abbey?  But didnt detract from the book.  My only complaint was it finished too soon - I would have liked to have some chapters on how she got on living in such a big family!  The children were so cute...  Please keep revisiting Blue Moon Junction Ms St Clair!,5,1
7087309,Broke,The switcher was shipped via USPS in a padded envelope. It must have had something dropped on it. Because it rattled like a baby rattle. Still worked,2,0
7234463,great product,Was shipped very quickly and in excellent shape. Charges the kindle with no problem. Seems to be very solidly built. Am quite pleased with the charger.,5,1
9340743,Hollies Rock  Then and NOW,Have been a HOLLIES fan from the early 60's  preferred them to the Beatles who were overplayed back then.This retrospect is great to watch if you like them at ALL.  Before each video there is introduction and commentary by the Hollies  mostly Allan Clark and Graham Nash  and is all VERY interesting.The quality of the videos is Pretty damn good considering the years and the songs still sound wonderfully Vibrant and Fresh.It's very cool to finally see the guys singing their songs as they looked back then  and then to see them NOW  Allan Clark always had one of the best RnR voices EVER  and Hollies harmony cannot be missed  you know it it sec you hear it.  The Hollies ROCK  Then and Now and ALWAYS  must own collection for any music fan.Wish the Company who did this would Do a Collection by the other BEST group of the 60's  THE SEARCHERS,5,1
5487914,Well written romance with the flawed but wonderful characters. She is unfocused and flighty and he ...,Well written romance with the flawed but wonderful characters.  She is unfocused and flighty and he is emotionally shut down.  They take turns telling about their individual lives and subsequently their romance.  Author's writing style flowed making this a quick read but with more than adequate detail.  Well worth the time.  I am going to read more by this author.,5,1
7804827,Does the job,"This grater is not as big as the pics appear, but it's still a fine size. I like the functionality : easy to disassemble and clean, and grating is a breeze. It loses one star for aesthetic design;I'm a snob, I like things to look as good as they work and it looks cheap.",4,1
2348902,Was I missing something???,I felt like I was missing major parts of the plot at every turn.  There was NO development between the main characters.  Every piece of dialogue felt forced.  I haven't picked up anything that she has written in a long time but I used to be a huge fan.  I finished the book without ANY empathy for the characters or any idea of what really happened in the book.  So sorry I wasted the money...,1,0
5759850,Snoop Doggy Dogg is the shiznit,"This a classic album, although its rather short it makes up for it in quality by not having one bad sounding song on it, which i think is account of dr dre just as much as it is snoop dogg. Some of the stand out songs for me are-tha shiznit-gin and juice-whats my name-pump pumpI highly reccomend this album",5,1
1486492,Action-packed conclusion to an excellent series,"I loved the first two books in this series and was really hoping that the third could maintain the standard set in those.  I was not disappointed, this book may have been the best of the three.As Mara of the Acoma continues to be a major player in the politics of the Tsurani Empire on Kelewan, this book is packed with action and intrigue right up to the exciting conclusion.For those who read and enjoyed the first two books in this series, you will not be disappointed by this one.",5,1
1158828,Scholarly overview of Teddy Roosevelt's political agenda,It was revealing to discover political manuvering techniques have not changed much in over 100 years.  The stragedy for forming a public image and use of that to gain immense political power is revealed in James Bradley's work.  I think you will discover some interesting parallels with national leaders during WWII including the drastic impact of ethnic prejudice.,5,1
